"fund_month","state","term","rate","systemsize_bin","programfee_bin","total_funded_loans","total_serv_loans","delinquency_bin","loans_by_delinquency","loans_prv_delinquency","roll_rate_pct"
"201909","AR",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","AZ",7,"7.99","13+","06-10","1","1","0","1",NULL,"0"
"201909","AZ",7,"7.99","13+","06-10","1","1","001-030","1","1","100.00"
"201909","AZ",10,"3.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","AZ",15,"3.49","09-12","16-20","1","1","0","1",NULL,"0"
"201909","AZ",20,"2.99","05-08","21-25","6","6","0","6",NULL,"0"
"201909","AZ",20,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201909","AZ",20,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201909","AZ",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","AZ",20,"3.99","13+","16-20","2","2","0","2",NULL,"0"
"201909","AZ",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","AZ",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201909","AZ",20,"5.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","AZ",25,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201909","AZ",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","CA",10,"3.99","01-04","11-15","7","7","0","7",NULL,"0"
"201909","CA",10,"3.99","05-08","11-15","6","6","0","6",NULL,"0"
"201909","CA",10,"3.99","09-12","11-15","4","4","0","4",NULL,"0"
"201909","CA",10,"3.99","13+","11-15","1","1","0","1",NULL,"0"
"201909","CA",10,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","CA",12,"2.99","05-08","16-20","2","2","0","2",NULL,"0"
"201909","CA",12,"2.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","CA",15,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","CA",20,"2.99","01-04","21-25","5","5","0","5",NULL,"0"
"201909","CA",20,"2.99","05-08","21-25","12","12","0","12",NULL,"0"
"201909","CA",20,"2.99","05-08","26+","1","1","0","1",NULL,"0"
"201909","CA",20,"3.99","01-04","16-20","10","10","0","10",NULL,"0"
"201909","CA",20,"3.99","05-08","16-20","11","11","0","11",NULL,"0"
"201909","CA",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201909","CA",20,"4.49","01-04","16-20","1","1","0","1",NULL,"0"
"201909","CA",20,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201909","CA",20,"4.99","01-04","11-15","2","2","0","2",NULL,"0"
"201909","CA",20,"4.99","01-04","26+","1","1","0","1",NULL,"0"
"201909","CA",20,"4.99","05-08","11-15","3","3","0","3",NULL,"0"
"201909","CA",20,"4.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","CA",20,"4.99","09-12","11-15","3","3","0","3",NULL,"0"
"201909","CA",20,"5.99","01-04","06-10","4","4","0","4",NULL,"0"
"201909","CA",20,"5.99","05-08","06-10","6","6","0","6",NULL,"0"
"201909","CA",20,"5.99","09-12","06-10","4","4","0","4",NULL,"0"
"201909","CA",25,"3.99","05-08","16-20","3","3","0","3",NULL,"0"
"201909","CO",10,"3.99","01-04","11-15","3","3","0","3",NULL,"0"
"201909","CO",20,"2.99","05-08","21-25","1","1","0","1",NULL,"0"
"201909","CO",20,"3.99","01-04","16-20","6","6","0","6",NULL,"0"
"201909","CO",20,"3.99","05-08","16-20","9","9","0","9",NULL,"0"
"201909","CO",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","CO",20,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","CO",20,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","CO",20,"5.99","01-04","26+","1","1","0","1",NULL,"0"
"201909","CO",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","CO",25,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201909","CO",25,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","CT",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","CT",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","DC",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","FL",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","FL",20,"2.99","05-08","21-25","5","5","0","5",NULL,"0"
"201909","FL",20,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201909","FL",20,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201909","FL",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201909","FL",20,"3.99","05-08","16-20","2","2","001-030","1","2","50.00"
"201909","FL",20,"3.99","05-08","16-20","2","2","031-060","1","1","100.00"
"201909","FL",20,"3.99","09-12","16-20","6","6","0","6",NULL,"0"
"201909","FL",20,"3.99","13+","16-20","2","2","0","2",NULL,"0"
"201909","FL",20,"4.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","FL",20,"4.99","13+","11-15","1","1","0","1",NULL,"0"
"201909","FL",20,"5.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","FL",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","HI",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","ID",10,"3.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","ID",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","ID",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201909","ID",25,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","ID",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","IL",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201909","IL",20,"4.49","01-04","16-20","1","1","0","1",NULL,"0"
"201909","IN",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201909","MA",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","MD",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201909","MD",20,"3.99","05-08","16-20","2","2","001-030","1","2","50.00"
"201909","MO",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","MO",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201909","NC",20,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201909","NC",20,"3.99","05-08","16-20","6","6","0","6",NULL,"0"
"201909","NC",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201909","NC",20,"3.99","13+","16-20","1","1","0","1",NULL,"0"
"201909","NC",20,"5.99","05-08","06-10","2","2","0","2",NULL,"0"
"201909","NJ",10,"3.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","NJ",20,"3.99","13+","16-20","1","1","0","1",NULL,"0"
"201909","NJ",20,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","NM",12,"2.99","01-04","16-20","1","1","0","1",NULL,"0"
"201909","NM",20,"2.99","05-08","21-25","2","2","0","2",NULL,"0"
"201909","NM",20,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201909","NM",20,"3.99","13+","16-20","1","1","0","1",NULL,"0"
"201909","NM",20,"4.99","01-04","11-15","1","1","0","1",NULL,"0"
"201909","NM",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201909","NV",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","NV",15,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","NV",20,"2.99","05-08","21-25","5","5","0","5",NULL,"0"
"201909","NV",20,"2.99","09-12","21-25","5","5","0","5",NULL,"0"
"201909","NV",20,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201909","NV",20,"3.99","01-04","16-20","2","2","0","2",NULL,"0"
"201909","NV",20,"3.99","05-08","16-20","13","13","0","13",NULL,"0"
"201909","NV",20,"3.99","09-12","16-20","3","3","0","3",NULL,"0"
"201909","NV",20,"3.99","13+","16-20","4","4","0","4",NULL,"0"
"201909","NV",20,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","NV",25,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","NY",20,"4.99","01-04","11-15","1","1","0","1",NULL,"0"
"201909","OH",20,"5.99","13+","06-10","1","1","0","1",NULL,"0"
"201909","OR",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","OR",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","PA",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201909","RI",15,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","SC",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","TX",10,"2.99","01-04","16-20","1","1","0","1",NULL,"0"
"201909","TX",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","TX",10,"2.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","TX",12,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201909","TX",12,"2.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","TX",12,"3.99","01-04","11-15","1","1","0","1",NULL,"0"
"201909","TX",15,"3.49","05-08","16-20","1","1","0","1",NULL,"0"
"201909","TX",15,"3.49","13+","16-20","1","1","0","1",NULL,"0"
"201909","TX",20,"2.99","05-08","21-25","5","5","0","5",NULL,"0"
"201909","TX",20,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201909","TX",20,"3.99","01-04","16-20","10","10","0","10",NULL,"0"
"201909","TX",20,"3.99","05-08","16-20","16","16","0","16",NULL,"0"
"201909","TX",20,"3.99","05-08","16-20","16","16","031-060","1","16","6.25"
"201909","TX",20,"3.99","05-08","16-20","16","16","061-090","1","1","100.00"
"201909","TX",20,"3.99","05-08","16-20","16","16","091-120","1","1","100.00"
"201909","TX",20,"3.99","05-08","16-20","16","16","121-150","1","1","100.00"
"201909","TX",20,"3.99","09-12","16-20","9","9","0","9",NULL,"0"
"201909","TX",20,"3.99","13+","16-20","3","3","0","3",NULL,"0"
"201909","TX",20,"4.49","09-12","16-20","2","2","0","2",NULL,"0"
"201909","TX",20,"4.99","05-08","11-15","4","4","0","4",NULL,"0"
"201909","TX",20,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","TX",20,"4.99","09-12","16-20","1","1","0","1",NULL,"0"
"201909","TX",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201909","TX",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201909","TX",25,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201909","TX",25,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201909","TX",25,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201909","TX",25,"4.49","13+","16-20","1","1","0","1",NULL,"0"
"201909","TX",25,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201909","TX",25,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201909","UT",12,"3.49","01-04","16-20","1","1","0","1",NULL,"0"
"201909","UT",20,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201909","UT",20,"3.99","01-04","16-20","2","2","0","2",NULL,"0"
"201909","UT",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201909","UT",20,"3.99","09-12","16-20","3","3","0","3",NULL,"0"
"201909","VA",20,"3.99","09-12","16-20","5","5","0","5",NULL,"0"
"201909","VA",20,"3.99","13+","16-20","2","2","0","2",NULL,"0"
"201909","VA",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201909","WI",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201910","AR",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","AZ",20,"2.99","05-08","21-25","4","4","0","4",NULL,"0"
"201910","AZ",20,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201910","AZ",20,"2.99","13+","21-25","2","2","0","2",NULL,"0"
"201910","AZ",20,"3.99","05-08","16-20","6","6","0","6",NULL,"0"
"201910","AZ",20,"3.99","09-12","16-20","3","3","0","3",NULL,"0"
"201910","AZ",20,"4.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","AZ",20,"4.99","09-12","11-15","2","2","0","2",NULL,"0"
"201910","AZ",20,"4.99","09-12","11-15","2","2","001-030","1","2","50.00"
"201910","AZ",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201910","AZ",25,"2.99","05-08","21-25","1","1","0","1",NULL,"0"
"201910","AZ",25,"2.99","09-12","21-25","3","3","0","3",NULL,"0"
"201910","AZ",25,"3.99","01-04","16-20","2","2","0","2",NULL,"0"
"201910","AZ",25,"3.99","05-08","16-20","3","3","0","3",NULL,"0"
"201910","AZ",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","AZ",25,"3.99","09-12","21-25","1","1","0","1",NULL,"0"
"201910","AZ",25,"4.49","01-04","16-20","1","1","0","1",NULL,"0"
"201910","AZ",25,"4.49","05-08","16-20","3","3","0","3",NULL,"0"
"201910","AZ",25,"4.49","09-12","16-20","1","1","0","1",NULL,"0"
"201910","AZ",25,"4.49","13+","16-20","1","1","0","1",NULL,"0"
"201910","CA",10,"2.99","05-08","16-20","2","2","0","2",NULL,"0"
"201910","CA",10,"2.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","CA",10,"3.99","01-04","11-15","5","5","0","5",NULL,"0"
"201910","CA",10,"3.99","05-08","06-10","1","1","0","1",NULL,"0"
"201910","CA",10,"3.99","05-08","11-15","6","6","0","6",NULL,"0"
"201910","CA",10,"3.99","09-12","11-15","1","1","0","1",NULL,"0"
"201910","CA",10,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","CA",12,"4.49","05-08","11-15","1","1","0","1",NULL,"0"
"201910","CA",20,"2.99","01-04","21-25","2","2","0","2",NULL,"0"
"201910","CA",20,"2.99","05-08","21-25","10","10","0","10",NULL,"0"
"201910","CA",20,"2.99","09-12","21-25","5","5","0","5",NULL,"0"
"201910","CA",20,"3.99","01-04","16-20","4","4","0","4",NULL,"0"
"201910","CA",20,"3.99","01-04","26+","1","1","0","1",NULL,"0"
"201910","CA",20,"3.99","05-08","16-20","16","16","0","16",NULL,"0"
"201910","CA",20,"3.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","CA",20,"3.99","09-12","16-20","7","7","0","7",NULL,"0"
"201910","CA",20,"3.99","09-12","16-20","7","7","001-030","1","7","14.29"
"201910","CA",20,"3.99","09-12","16-20","7","7","031-060","1","1","100.00"
"201910","CA",20,"3.99","09-12","16-20","7","7","061-090","1","1","100.00"
"201910","CA",20,"3.99","09-12","16-20","7","7","091-120","1","1","100.00"
"201910","CA",20,"4.49","01-04","16-20","1","1","0","1",NULL,"0"
"201910","CA",20,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201910","CA",20,"4.99","01-04","11-15","1","1","0","1",NULL,"0"
"201910","CA",20,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","CA",20,"4.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","CA",20,"4.99","09-12","11-15","2","2","0","2",NULL,"0"
"201910","CA",20,"5.99","01-04","06-10","4","4","0","4",NULL,"0"
"201910","CA",20,"5.99","05-08","06-10","9","9","0","9",NULL,"0"
"201910","CA",20,"5.99","09-12","06-10","4","4","0","4",NULL,"0"
"201910","CA",25,"2.99","01-04","21-25","1","1","0","1",NULL,"0"
"201910","CA",25,"2.99","05-08","21-25","1","1","0","1",NULL,"0"
"201910","CA",25,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201910","CA",25,"3.99","05-08","16-20","7","7","0","7",NULL,"0"
"201910","CA",25,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","CA",25,"6.99","01-04","01-05","1","1","0","1",NULL,"0"
"201910","CO",20,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201910","CO",20,"3.99","01-04","16-20","5","5","0","5",NULL,"0"
"201910","CO",20,"3.99","05-08","16-20","6","6","0","6",NULL,"0"
"201910","CO",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201910","CO",20,"4.99","09-12","11-15","2","2","0","2",NULL,"0"
"201910","CO",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201910","CO",25,"2.99","05-08","21-25","1","1","0","1",NULL,"0"
"201910","CO",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","CT",10,"3.99","01-04","11-15","1","1","0","1",NULL,"0"
"201910","CT",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","DE",20,"3.99","13+","16-20","1","1","0","1",NULL,"0"
"201910","FL",20,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201910","FL",20,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201910","FL",20,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","FL",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","FL",20,"3.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","FL",20,"3.99","09-12","16-20","4","4","0","4",NULL,"0"
"201910","FL",20,"3.99","13+","16-20","3","3","0","3",NULL,"0"
"201910","FL",20,"4.99","09-12","11-15","3","3","0","3",NULL,"0"
"201910","FL",20,"4.99","13+","11-15","1","1","0","1",NULL,"0"
"201910","FL",25,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","FL",25,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201910","HI",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201910","ID",20,"3.99","05-08","16-20","5","5","0","5",NULL,"0"
"201910","ID",25,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","IL",20,"3.99","05-08","16-20","4","4","0","4",NULL,"0"
"201910","IL",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201910","IL",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","IN",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201910","KS",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","MD",12,"2.99","13+","16-20","1","1","0","1",NULL,"0"
"201910","MD",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","MD",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","MI",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201910","NC",20,"3.99","01-04","16-20","2","2","0","2",NULL,"0"
"201910","NC",20,"3.99","09-12","16-20","2","2","0","2",NULL,"0"
"201910","NC",20,"3.99","13+","16-20","2","2","0","2",NULL,"0"
"201910","NC",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201910","NJ",10,"3.99","01-04","11-15","1","1","0","1",NULL,"0"
"201910","NJ",10,"3.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","NJ",20,"5.99","09-12","06-10","2","2","0","2",NULL,"0"
"201910","NM",10,"2.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","NM",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","NM",20,"2.99","01-04","21-25","4","4","0","4",NULL,"0"
"201910","NM",20,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201910","NM",20,"3.99","01-04","16-20","5","5","0","5",NULL,"0"
"201910","NM",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","NM",20,"4.99","01-04","11-15","2","2","0","2",NULL,"0"
"201910","NM",20,"5.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","NV",20,"2.99","09-12","21-25","4","4","0","4",NULL,"0"
"201910","NV",20,"2.99","09-12","21-25","4","4","001-030","1","4","25.00"
"201910","NV",20,"2.99","09-12","21-25","4","4","031-060","1","1","100.00"
"201910","NV",20,"2.99","09-12","21-25","4","4","061-090","1","1","100.00"
"201910","NV",20,"2.99","09-12","21-25","4","4","091-120","1","1","100.00"
"201910","NV",20,"3.99","01-04","16-20","2","2","0","2",NULL,"0"
"201910","NV",20,"3.99","05-08","16-20","6","6","0","6",NULL,"0"
"201910","NV",20,"3.99","09-12","16-20","5","5","0","5",NULL,"0"
"201910","NV",20,"3.99","13+","16-20","2","2","0","2",NULL,"0"
"201910","NV",20,"5.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","NV",25,"2.99","01-04","21-25","1","1","0","1",NULL,"0"
"201910","NV",25,"2.99","05-08","21-25","2","2","0","2",NULL,"0"
"201910","NV",25,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","NV",25,"3.99","05-08","16-20","4","4","0","4",NULL,"0"
"201910","NV",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","NV",25,"3.99","13+","16-20","1","1","0","1",NULL,"0"
"201910","NV",25,"4.49","13+","16-20","1","1","0","1",NULL,"0"
"201910","NY",15,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","NY",20,"4.99","05-08","11-15","2","2","0","2",NULL,"0"
"201910","OH",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201910","OH",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201910","OK",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","OR",20,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","OR",25,"3.99","05-08","16-20","3","3","0","3",NULL,"0"
"201910","PA",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","PA",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","PA",20,"4.99","13+","11-15","1","1","0","1",NULL,"0"
"201910","RI",10,"3.99","01-04","06-10","1","1","0","1",NULL,"0"
"201910","RI",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","RI",25,"2.99","05-08","21-25","1","1","0","1",NULL,"0"
"201910","SC",20,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201910","SC",20,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201910","SC",20,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201910","TX",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","TX",20,"2.99","01-04","21-25","2","2","0","2",NULL,"0"
"201910","TX",20,"2.99","05-08","21-25","5","5","0","5",NULL,"0"
"201910","TX",20,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
"201910","TX",20,"3.99","01-04","16-20","7","7","0","7",NULL,"0"
"201910","TX",20,"3.99","05-08","16-20","12","12","0","12",NULL,"0"
"201910","TX",20,"3.99","09-12","16-20","8","8","0","8",NULL,"0"
"201910","TX",20,"3.99","09-12","16-20","8","8","001-030","1","8","12.50"
"201910","TX",20,"3.99","09-12","16-20","8","8","031-060","1","1","100.00"
"201910","TX",20,"3.99","13+","16-20","4","4","0","4",NULL,"0"
"201910","TX",20,"4.49","09-12","16-20","2","2","0","2",NULL,"0"
"201910","TX",20,"4.99","09-12","11-15","1","1","0","1",NULL,"0"
"201910","TX",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201910","TX",20,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201910","TX",25,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201910","TX",25,"4.49","09-12","16-20","1","1","0","1",NULL,"0"
"201910","TX",25,"4.49","13+","16-20","1","1","0","1",NULL,"0"
"201910","TX",25,"4.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","TX",25,"4.99","09-12","11-15","3","3","0","3",NULL,"0"
"201910","TX",25,"5.99","05-08","11-15","1","1","0","1",NULL,"0"
"201910","TX",25,"5.99","09-12","06-10","1","1","0","1",NULL,"0"
"201910","UT",20,"2.99","01-04","21-25","2","2","0","2",NULL,"0"
"201910","UT",20,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201910","UT",20,"3.99","01-04","16-20","3","3","0","3",NULL,"0"
"201910","UT",20,"3.99","05-08","16-20","4","4","0","4",NULL,"0"
"201910","UT",20,"3.99","05-08","26+","1","1","0","1",NULL,"0"
"201910","UT",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","UT",25,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","UT",25,"4.49","05-08","16-20","1","1","0","1",NULL,"0"
"201910","VA",10,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","VA",10,"2.99","13+","16-20","1","1","0","1",NULL,"0"
"201910","VA",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","VA",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201910","VA",20,"3.99","09-12","26+","1","1","0","1",NULL,"0"
"201910","VA",25,"3.99","05-08","21-25","3","3","0","3",NULL,"0"
"201910","WA",25,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201910","WI",20,"3.99","05-08","16-20","1","1","0","1",NULL,"0"
"201910","WI",20,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201911","AZ",10,"3.99","09-12","06-10","1","1","0","1",NULL,"0"
"201911","AZ",20,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201911","AZ",20,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201911","AZ",20,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201911","AZ",20,"3.99","05-08","16-20","6","6","0","6",NULL,"0"
"201911","AZ",20,"3.99","09-12","16-20","3","3","0","3",NULL,"0"
"201911","AZ",20,"5.99","05-08","06-10","1","1","0","1",NULL,"0"
"201911","AZ",20,"5.99","05-08","11-15","1","1","0","1",NULL,"0"
"201911","AZ",20,"5.99","09-12","06-10","3","3","0","3",NULL,"0"
"201911","AZ",25,"2.99","05-08","21-25","5","5","0","5",NULL,"0"
"201911","AZ",25,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201911","AZ",25,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201911","AZ",25,"3.99","05-08","16-20","2","2","0","2",NULL,"0"
"201911","AZ",25,"3.99","09-12","16-20","1","1","0","1",NULL,"0"
"201911","AZ",25,"4.49","09-12","16-20","1","1","0","1",NULL,"0"
"201911","CA",10,"2.99","09-12","16-20","1","1","0","1",NULL,"0"
"201911","CA",10,"2.99","13+","16-20","1","1","0","1",NULL,"0"
"201911","CA",10,"3.99","05-08","06-10","7","7","0","7",NULL,"0"
"201911","CA",10,"3.99","09-12","06-10","2","2","0","2",NULL,"0"
"201911","CA",12,"2.99","05-08","16-20","1","1","0","1",NULL,"0"
"201911","CA",15,"3.99","01-04","16-20","1","1","0","1",NULL,"0"
"201911","CA",20,"2.99","01-04","21-25","4","4","0","4",NULL,"0"
"201911","CA",20,"2.99","05-08","21-25","8","8","0","8",NULL,"0"
"201911","CA",20,"2.99","09-12","21-25","2","2","0","2",NULL,"0"
"201911","CA",20,"2.99","13+","21-25","1","1","0","1",NULL,"0"
"201911","CA",20,"3.99","01-04","16-20","3","3","0","3",NULL,"0"
"201911","CA",20,"3.99","05-08","16-20","13","13","0","13",NULL,"0"
"201911","CA",20,"3.99","05-08","26+","1","1","0","1",NULL,"0"
"201911","CA",20,"3.99","09-12","16-20","3","3","0","3",NULL,"0"
"201911","CA",20,"4.99","05-08","11-15","4","4","0","4",NULL,"0"
"201911","CA",20,"4.99","05-08","16-20","1","1","0","1",NULL,"0"
"201911","CA",20,"4.99","05-08","26+","1","1","0","1",NULL,"0"
"201911","CA",20,"5.99","01-04","06-10","1","1","0","1",NULL,"0"
"201911","CA",20,"5.99","05-08","06-10","10","10","0","10",NULL,"0"
"201911","CA",20,"5.99","05-08","11-15","1","1","0","1",NULL,"0"
"201911","CA",20,"5.99","09-12","06-10","2","2","0","2",NULL,"0"
"201911","CA",25,"2.99","05-08","21-25","3","3","0","3",NULL,"0"
"201911","CA",25,"2.99","09-12","21-25","1","1","0","1",NULL,"0"
